Society,event_name,Food available,Alcohol available
madsocusyd,MADSOC presents: The Beyonce Bootylicious Video Premiere!,0,0
madsocusyd,MADSOC attends: Performing Arts Ball 2013!,0,1
madsocusyd,MADSOC attends: LE'GO DANCE CAMP 2013!,0,0
madsocusyd,MADSOC presents: Choreographers' Workshop with Khairil Musa,0,0
madsocusyd,MADSOC attends: UPstaged! 2013,0,0
SUDSusyd,SUDS Fundraiser: Punk Rock,1,1
SUDSusyd,SUDS Presents: The Importance of Being Earnest,0,0
SUDSusyd,SUDS Summer GM,1,0
SUDSusyd,SUDS Presents: Caress / Ache,0,0
SUDSusyd,SUDS Presents: Divorced Dads and Dude Where’s My Clog?,0,0
SUDSusyd,SUDS Present: Erotic Fan Fiction,0,0
SUDSusyd,SUDS Presents: Piss Brains Loud Mouth,0,0
SUDSusyd,SUDS Presents: If All Goes Wrong,0,0
SUDSusyd,SUDS Presents: Heat Wave Comedy,0,0
SUDSusyd,SUDS Presents: An Hour of Prop Comedy,0,0
SUDSusyd,SUDS Presents: Albatross,0,0
SUDSusyd,SUDS Auditions: Blood Money,0,0
SUDSusyd,SUDS Auditions: Punk Rock,0,0
SUDSusyd,SUDS Presents: A Christmukkah Cabaret,0,0
SUDSusyd,SUDS Auditions: Weathervane Concept show,0,0
SUDSusyd,SUDS Auditions: Rope Play,0,0
SUDSusyd,SUDS Auditions: Caress/Ache,0,0
SUDSusyd,SUDS Auditions: The Importance of Being Earnest,0,0
SUDSusyd,SUDS AGM 2017,0,0
SUDSusyd,SUDS Presents: The Dark Room,0,0
SUDSusyd,SUDS Presents: After Dinner,0,0
SUDSusyd,SUDS & Verge Present: Just Another Twin Swap,0,1
SUDSusyd,SUDS & Verge Present: The Zoo Story,0,0
SUDSusyd,SUDS & Verge Present: The Guy The Girl and The Thirsty Old World,0,0
SUDSusyd,SUDS & Verge Present: (kerberos) in chaos,0,0
SUDSusyd,SUDS Presents: And Then There Were None,0,0
SUDSusyd,SUDS Presents: Three Days of Rain,0,0
SUDSusyd,SUDS Presents: Much Ado About Nothing,0,0
SUDSusyd,SUDS Presents: Amédée or How to Get Rid of It,0,0
SUDSusyd,SUDS MAJOR 2017: In Two Circles,0,0
SUDSusyd,[★★★SOLD OUT★★★] Performing Arts Ball 2017: Space Ball,1,1
SUDSusyd,Cancelled - SUDS Presents: The Normal Heart,0,0
SUDSusyd,SUDS Presents: Hazelwood Jr. High,0,1
SUDSusyd,Unidentified Human Remains and the True Nature of Love,0,0
SUDSusyd,SUDS Presents: Sublimation Part Two,0,0
SUDSusyd,PLAY WITH YOUR FOOD: Sublimation Part Two,1,0
SUDSusyd,SUDS Presents: Sublimation Part One,0,0
SUDSusyd,SUDS Presents: A Clockwork Orange,0,1
SUDSusyd,PLAY WITH YOUR FOOD: Clockwork Orange,1,1
SUDSusyd,ROUGH CUTS 2: Kommunist kats,1,0
SUDSusyd,SUDS Presents: Gaslight (Encore),0,0
SUDSusyd,SUDS Presents: Gaslight,0,0
SUDSusyd,SUDS O WEEK 2017: Rough Cut/O Week Party,0,0
SUDSusyd,SUDS O WEEK 2017: Slot Three Auditions,0,0
SUDSusyd,SUDS O WEEK 2017: Actors Group,0,0
SUDSusyd,Performing Arts Trivia Night,0,1
SUDSusyd,SUDS O WEEK 2017: Cold Reads and Cupcakes,0,0
SUDSusyd,SUDS O Week 2017,0,0
SUDSusyd,SUDS Presents: Walking with Woolf,0,0
SUDSusyd,"SUDS Presents: Cellar Film Festival #4 ""Stories We Tell""",1,0
SUDSusyd,SUDS Presents: Doggo and Puppers Party,0,0
SUDSusyd,SUDS Presents: Mass Destruction Part One + Part Two,0,0
SUDSusyd,"SUDS Presents: Cellar Film Festival 3 ""Trump/The Dead Zone""",0,0
SUDSusyd,"SUDS Presents: Cellar Film Festival #2 ""RoboCop""",1,0
SUDSusyd,SUDS Presents: ambient comedy,0,0
SUDSusyd,SUDS Presents: The Blue Bird,0,0
SUDSusyd,"SUDS Presents: Cellar Film Festival #1""Do The Right Thing""",1,1
SUDSusyd,"SUDS Presents: shevvi, haha. the void",0,0
SUDSusyd,Jacintegrating,0,0
SUDSusyd,SOLD OUT! - SUDS Presents: a menagerie,1,0
SUDSusyd,SUDS Presents: Unveiling/Dozens of Cousins,0,0
SUDSusyd,SUDS Presents: Mass Destruction Part One - Suicide is Potatoes,0,0
SUDSusyd,"SUDS Presents: Mates, a fully improvised Aussie soap opera",0,0
SUDSusyd,SUDS Presents: The Seagull,0,0
SUDSusyd,SUDS & Verge Present: The Audience is Present,0,0
SUDSusyd,SUDS & Verge Present: A Westerner's Guide to the Opium Wars,0,0
SUDSusyd,SUDS & Verge Present: Reset,0,0
SUDSusyd,SUDS Presents: Design for Living,0,0
SUDSusyd,SUDS Presents: The Book of Job,0,0
SUDSusyd,SUDS Presents: The Merchant of Venice,0,0
SUDSusyd,SUDS presents: Summer & Smoke,0,0
SUDSusyd,SUDS Major 2016: Black Hands/Dead Section,0,0
SUDSusyd,SUDS Presents: Dorian,0,0
SUDSusyd,"Myths, Legends and Where to Find Them: The 2016 Performing Arts Ball",1,0
SUDSusyd,SUDS Writers' Festival 2016,1,0
SUDSusyd,SUDS Presents: Tender Napalm,0,0
SUDSusyd,SUDS Presents: A View Of Concrete,0,0
SUDSusyd,SUDS Presents: Beat,0,0
SUDSusyd,SUDS Presents: JE NE SAIS QUOI,0,0
SUDSusyd,SUDS Presents: Lady,0,0
SUDSusyd,"SUDS, MUSE, MADSOC & SURCAS Present: Performing Arts Trivia Night",1,1
SUDSusyd,SUDS Presents: O Week 2016,1,0
SUDSusyd,SUDS PRESENTS: Summer Season 2015/16,0,0
SUDSusyd,SUDS PRESENTS: All My Sons,0,0
SUDSusyd,SUDS and Honi Soit Present: Blank Space - Criticism and the Arts,0,0
SUDSusyd,SUDS PRESENTS: The Verge Festival Season,0,0
SUDSusyd,SUDS PRESENTS: Manic Pixie Dream World,0,0
SUDSusyd,SUDS PRESENTS: Werewolves,0,0
SUDSusyd,SUDS Blank Space: Paula Arundell,0,0
SUDSusyd,SUDS Blank Space Panel: Exploring Trauma on Stage,0,0
SUDSusyd,"SHADES, SUDS, QUAC and QUEER REVUE Present: Sisters Grimm (Blank Space)",0,0
SUDSusyd,A Midsummer Night’s Dream,0,0
SUDSusyd,SUDS PRESENTS: Art,0,0
SUDSusyd,SUDS Blank Space Forum: Damien Ryan,0,0
SUDSusyd,Tonight- Midsummer Fundraiser,1,1
SUDSusyd,SUDS PRESENTS: Oleanna,0,0
SUDSusyd,Agamemnon - 125 Years of SUDS,0,1
SUDSusyd,SUDS PRESENTS: After Dark,0,0
FMAASydney,Chartered Accountants ANZ: Find your Fit,0,0
FMAASydney,FMAA NSW Presents: Inside Management Consulting 2017,0,0
FMAASydney,2017 NSW Women in Business Evening,0,0
FMAASydney,MCCC Strategy Consulting Workshop with Finch CEO Toby Gardner,0,0
FMAASydney,2017 FMAA Asset Management Case Competition USYD,0,0
FMAASydney,FMAA NSW Professional Services Evening 2017,0,0
FMAASydney,EY Female Future Leaders Event,0,0
FMAASydney,Grant Thornton Personal Branding Session,0,0
FMAASydney,Morgan Stanley 2017/2018 Summer Internship Networking Event,0,0
FMAASydney,Citi Internship Networking Evening,0,0
FMAASydney,Lazard Annual Cocktail Reception 2017,0,0
FMAASydney,Bank of America Merrill Lynch Women's Lunch Networking Event,0,0
FMAASydney,FMAA Presents: Gresham Partners Women in Banking Breakfast Event,0,0
FMAASydney,Bank of America Merrill Lynch Global Banking and Markets Event,0,0
FMAASydney,FMAA Presents: 2017 Intern Speaker Panel (USYD),0,0
FMAASydney,USYD Macquarie Financial Modelling Evening,0,0
FMAASydney,Goldman Sachs Sydney Corporate Advisory Networking Evening,0,0
FMAASydney,J.P. Morgan Investment Banking Case Study Networking Event,0,0
FMAASydney,FMAA NSW Financial Services Evening 2017,0,1
FMAASydney,FMAA: Nomura Investment Banking Information & Networking Event,0,0
FMAASydney,Goldman Sachs Information Session and Networking Evening,0,0
FMAASydney,Moelis Australia Trivia and Networking Evening,0,0
FMAASydney,Macquarie Employer Presentation USYD,0,0
FMAASydney,Citi Investment Banking Case Study and Networking Lunch,0,0
FMAASydney,2017 FMAA NSW Down-to-Business Luncheon,0,0
FMAASydney,Lazard Investment Banking Seminar (USYD),0,0
FMAASydney,FMAA Presents: Morgan Stanley Investment Banking M&A Case Study,0,0
FMAASydney,Gresham's Merger Model Workshop (USYD),0,0
FMAASydney,Morgan Stanley Women in Banking Scholarship Event,0,0
FMAASydney,UBS Valuation Seminar - USYD,0,0
FMAASydney,FMAA Sydney Subcommittee 2017 Applications,0,0
FMAASydney,USYD Macquarie Graduate Information Session,0,0
FMAASydney,2017 FMAA NSW Corporate Cocktails,0,1
FMAASydney,2017 FMAA Members Induction BBQ,0,0
FMAASydney,2017 FMAA USYD Membership,0,0
FMAASydney,FMAA and CA ANZ present the Prosperity Series: Leadership and EQ,0,0
FMAASydney,FMAA NSW Presents: 2016 Inside Management Consulting,0,0
FMAASydney,2016 FMAA NSW Women in Finance Evening,0,0
FMAASydney,FMAA Sydney Presents: 2016 FMAA National Management Consulting Case Competition,0,0
FMAASydney,2016 FMAA NSW Professional Services Evening (PSE),0,0
FMAASydney,EY Digital Careers Event,1,1
FMAASydney,2016 FMAA University of Sydney Real Estate Competition,0,0
FMAASydney,Morgan Stanley 2016/2017 Summer Internship Networking Event,0,0
FMAASydney,FMAA NSW Presents: Bank of America Merrill Lynch Interactive Case Study,0,0
FMAASydney,FMAA Sydney Presents: 2016 Intern Speaker Panel,0,0
FMAASydney,FMAA & UNIT NSW Present: Goldman Sachs In-House Information and Networking Evening,0,0
FMAASydney,J.P. Morgan’s Investment Banking Case Study Event,0,0
FMAASydney,FMAA Sydney Presents: Macquarie Financial Modelling Evening,0,0
FMAASydney,FMAA NSW Presents: Goldman Sachs Women’s Network Breakfast,0,0
FMAASydney,FMAA NSW Presents: Analyst Research Training Program In-house Information Evening,0,0
FMAASydney,2016 FMAA NSW Down-to-Business Luncheon,0,0
FMAASydney,Deutsche Bank in Asia - On-campus Event,0,0
FMAASydney,Morgan Stanley Women in Banking Scholarship Cocktail Evening,0,0
FMAASydney,Citi Women in Markets Business Breakfast,0,0
FMAASydney,FMAA Sydney Presents: Gresham's LBO Valuation Workshop,0,0
FMAASydney,USYD UBS Valuation Seminar,0,0
FMAASydney,FMAA Sydney Subcommittee 2016 Applications,0,0
FMAASydney,FMAA NSW Presents: Greenhill Cocktail Evening,0,0
FMAASydney,EY Female Leaders Event,0,0
FMAASydney,2016 FMAA NSW Corporate Cocktails,0,0
FMAASydney,FMAA Sydney Presents: Lazard Insights,0,0
FMAASydney,UNIT & FMAA Sydney Present: Deutsche Bank Introduction to Global Markets,0,0
FMAASydney,Bloomberg Sydney Panel Discussion & Networking Event,0,0
FMAASydney,EY Transactions Information Session,1,1
FMAASydney,FMAA NSW Presents: 2016 Citi Info Session,0,0
FMAASydney,Luminis Partners Graduate Program Cocktail Evening,0,0
FMAASydney,FMAA Members Induction BBQ,0,0
FMAASydney,FMAA USYD presents: LEK Consulting Information Session,0,0
FMAASydney,FMAA NSW Presents: Inside Management Consulting 2015,0,0
FMAASydney,"FMAA USYD & UNSW Present: FINSIA: Impact Investing – Financial Return, Social Gain",0,0
FMAASydney,UNIT & FMAA present the 2015 NSW Women in Finance Evening,0,0
FMAASydney,FMAA UNSW & USYD present: Chartered Accountant's 'Accounting In Focus' Event,1,1
FMAASydney,FMAA USYD presents: Grant Thornton Speed Networking Event,0,0
FMAASydney,FMAA presents: Cornell International Real Estate Case Competition,0,0
FMAASydney,FMAA USYD Presents: FMAA National Management Consulting Case Competition 2015,0,0
FMAASydney,FMAA UNSW & USYD present: The 2015 FMAA Professional Services Evening,0,0
FMAASydney,"FMAA USYD, SULS & SCC Present: The A.T. Kearney Case Challenge Workshop USYD",0,0
FMAASydney,FMAA USYD & UNSW Present: Barclays' Investment Banking Speed Networking Evening,0,0
FMAASydney,FMAA USYD & UNSW Present: The Gresham Summer Internship Cocktail Night,0,0
FMAASydney,Lazard Internship Cocktail Evening 2015,0,0
FMAASydney,Morgan Stanley In-house Networking Event,0,0
FMAASydney,FMAA USYD Presents: Intern Speaker Panel for Financial Services,0,0
FMAASydney,FMAA USYD & UNSW present: BAML In-House Cocktail Evening,0,1
FMAASydney,FMAA USYD Presents: J.P. Morgan Investment Banking Case Study,0,0
FMAASydney,FMAA UNSW & USYD present: Grant Thornton In-House Networking Evening,0,0
FMAASydney,FMAA USYD & UNSW Present: The 2015 FMAA Financial Services Evening,0,1
SU.Engineers,Reef Is ON,0,0
SU.Engineers,SUEUA End of Exams Kegs,0,1
SU.Engineers,SUEUA AGM Afters,0,1
SU.Engineers,SUEUA AGM,0,0
SU.Engineers,SUEUA presents Harba Crooze 2017 (CANCELLED),1,1
SU.Engineers,SUEUA revives Thursday night,1,1
SU.Engineers,"Free food, free drink, free travel - My Adventure Travel",1,1
SU.Engineers,From SUEUA with Love - Engineering Ball 2017,0,1
SU.Engineers,Engineering Industry Night,0,1
SU.Engineers,Free LinkedIn Photoshoot,0,0
SU.Engineers,SUEUA Slappy Tournament,0,1
SU.Engineers,Welcome to Semester 2 BBQ,0,0
SU.Engineers,Spoonfeedme Free BBQ,0,0
SU.Engineers,Interfaculty Pub Crawl,1,1
SU.Engineers,SUEUA Sees USYD Revue,0,1
SU.Engineers,Impromptu Keg,0,1
SU.Engineers,Accenture Graduate Coffee Date,0,0
SU.Engineers,Beer 'n' Bangers 2017: Into the Woods,0,1
SU.Engineers,Cocktails at the Royal,0,1
SU.Engineers,SUEUA | SIG Poker Tournament,0,0
SU.Engineers,Free Arup BBQ - Meet Current Graduates!,0,0
SU.Engineers,First Year Catch Up Drinks,1,1
SU.Engineers,SUEUA O-Week Pubcrawl 2017,0,1
SU.Engineers,USYD Societies Present: End of Exams Party 2016!,1,1
SU.Engineers,Oktoberfest,1,0
SU.Engineers,Post Election Pub Crawl,1,0
SU.Engineers,SUEUA AGM,0,0
SU.Engineers,Roaring 20s - Engineering Ball 2016,0,1
SU.Engineers,SUEUA learns to swing final session,0,0
SU.Engineers,SUEUA learns to swing session5,0,0
SU.Engineers,Engineering Industry Networking Night [Sold Out],0,1
SU.Engineers,SUEUA learns to swing session4,0,0
SU.Engineers,"SUEUA and Bamsoc present: Harba Cruz 2016 Dank Memes, Wet Dreams, and Laser Beams",1,1
SU.Engineers,"SUEUA learns to swing, vol. 2",0,0
SU.Engineers,Engolympics 2016,1,1
SU.Engineers,SUEUA learns to swing,0,0
SU.Engineers,"ARUP's Fire Team Free!! BBQ, SUMO styled",0,0
SU.Engineers,SUEUA gets trashy,0,1
SU.Engineers,Beer 'n' Bangers 2016 [Sold Out],1,1
SU.Engineers,Free Souvlaki by Brewsical,1,0
SU.Engineers,SUABE Careers Seminar (Q & A Internship Panel),1,0
SU.Engineers,Taco Tuesday $FREE,0,0
SU.Engineers,SUEUA Trivia,0,1
SU.Engineers,SUEUA Makes Doner Kebabs,0,0
SU.Engineers,USYD Inter-Faculty Pubcrawl,1,1
SU.Engineers,Engo Revue Sketch Writing Session,0,1
SU.Engineers,ADF Racing Night,0,0
SU.Engineers,FREE SUEUA BBQ Sponsored by the ADF,0,0
SU.Engineers,SUMO AGM,1,0
SU.Engineers,SUABE AGM + free pizza,1,0
SU.Engineers,SUABE presents The Annual Welcome Dinner 2016,0,0
SU.Engineers,Sydney University Engineering Cocktail Night,0,1
SU.Engineers,Albury mixed netball team SCAV HUNT,0,1
SU.Engineers,SLA Leadership Talks Series: Brian Lim,0,0
SU.Engineers,FREE BBQ Sponsored by SpoonFeedMe,0,0
SU.Engineers,SUWIE High Par-tea,0,0
SU.Engineers,"Slip, Slide 'n' Sliders, proudly sponsored by Ansell",0,1
SU.Engineers,"SLA 2016 Launch and $14,000 Dymocks Innovation Challenge",0,0
SU.Engineers,$2 Thai and Chiki Nugs!,1,0
SU.Engineers,SUABE does pancakes !,0,0
SU.Engineers,SUCE Does Free Pulled Pork!,0,0
SU.Engineers,Impromptu Keg,0,1
SU.Engineers,SUMO's FREE GOURMET BUTCHER QUALITY SAUSAGES,1,0
SU.Engineers,MyElectricalCommunity Electrical Engineering Showcase,0,0
SU.Engineers,Engineering and IT Careers Fair - 9 March - Open to University of Sydney Students ONLY,0,0
SU.Engineers,SUABE Social Drinks,0,1
SU.Engineers,CAKE STALL,0,0
SU.Engineers,Welcome Cocktails,0,1
SU.Engineers,Impromptu Thursday Keg,0,1
SU.Engineers,O-Week Pubcrawl,1,1
SU.Engineers,SUEUA End of Exams Keg Sem 2,0,1
SU.Engineers,SUCE End of Semester Party,0,1
SU.Engineers,SUWIE Thai Night,0,1
SU.Engineers,SUABE Twilight Music Night,0,1
SU.Engineers,Interfac Sports: SUEUA drinks beers at 5Km Run,0,1
SU.Engineers,SUCE AGM,0,0
SU.Engineers,President's Party 2015!,1,1
SU.Engineers,SUEUA AGM,0,1
SU.Engineers,[SOLD OUT] SUEUA'S 2015 ENGINEERING BALL: FIRE & ICE,0,1
SU.Engineers,FREE SUEUA BBQ - SPONSORED BY ABERGELDIE,0,0
SU.Engineers,Engtoberfest,0,1
SU.Engineers,MATH1003 Quiz Review Session & Free Pizza,1,0
SU.Engineers,SUABE Careers Seminar Part 1,0,1
SU.Engineers,SUCE Does Big Macs (Sort Of),0,0
SU.Engineers,CARDNO CUP,1,1
SU.Engineers,USYD Inter-Faculty Pub Crawl,1,1
SU.Engineers,SUEUA SCAV HUNT,0,1
SU.Engineers,Thursday Kegs!,0,1
SU.Engineers,SUEUA Presents 2015 Beer 'N' Bangers: Cirque de la Biѐre!!,1,1
SU.Engineers,SUEUA Slip'n'Slide,0,0
SU.Engineers,ENGOLYMPICS,1,1
SU.Engineers,SUEUA Scavenger Hunt,0,1
smsociety,Beers and Billiards,0,1
smsociety,SMS AGM,0,0
smsociety,SMS Launch: 2017 Careers Guide,0,0
smsociety,SMS General Meeting,0,0
smsociety,SMS: Marketers Meet The Royal,1,1
smsociety,SMS 2017 Careers Fair,0,0
smsociety,SMS Beer and Pizza Party,1,1
smsociety,SMS Presents: RB Networking Luncheon,0,0
smsociety,The SMS Internships Careers Fair,0,0
smsociety,SMS Presents: Mentor Program,0,0
smsociety,SMS Presents: Cinema & Free Food,1,0
smsociety,SMS Presents: Careers Fair 2016,0,0
smsociety,SMS Presents: Pancakes & Ice-cream,0,0
smsociety,SMS Presents: Oweek 2016,0,0
smsociety,End of Semester Social- Love's Last Chance,1,1
smsociety,Sydney Marketing Society AGM,1,1
smsociety,Discover Millward Brown,0,0
smsociety,The Sydney University Business School Societies Present: The High Achievers Breakfast,0,0
smsociety,SMS BBQ,1,0
smsociety,P&G Internship Information Session,1,0
smsociety,SMS Careers and Internships Fair,0,0
smsociety,Unilever Internship Information Session,1,0
smsociety,Sydney Marketing Society General Meeting,1,1
smsociety,Marketing Careers Fair,0,0
smsociety,Start of Semester Drinks,1,1
smsociety,SMS and GradConnection Top100 Most Employable Future Graduates Competition,0,0
smsociety,SMS Trivia Night,0,0
smsociety,UM Internship Info Session,1,1
smsociety,Creativity Skills Workshop,1,0
smsociety,SMS Careers Fair,0,0
smsociety,SMS Welcome Back Drinks,1,1
smsociety,Product Placement Trivia Night,1,0
smsociety,SMS Marketing across Cultures Panel Event,1,0
smsociety,SMS Careers Fair,0,0
smsociety,SMS Welcome Back Drinks,1,1
smsociety,Sydney Marketing Society Annual General Meeting,0,0
USydEDSOC,Starry Night: EDSOC Ball 2017,0,1
USydEDSOC,Interfac 5km Run (EDSOC),0,1
USydEDSOC,USYD Social Work Connect 2017,1,0
USydEDSOC,EDSOC Haunted Vessel Cruise 2017,1,1
USydEDSOC,Drylight 2017 Call-Outs!,0,0
USydEDSOC,3KM Interfac Run (EDSOC) / Celebrations!,0,0
USydEDSOC,Interfaculty Pub Crawl,1,1
USydEDSOC,EDSOC First Year Camp 2017 - Where the Wild Things Are,0,1
USydEDSOC,Cardie Crawl Sem 1,0,1
USydEDSOC,Education and Social Work Society - 2017 Annual General Meeting.,0,0
USydEDSOC,EDSOC OWeek Stall,0,0
USydEDSOC,SOLD OUT - Seven Deadly Sins: EDSOC Ball 2016,0,1
USydEDSOC,Safe Schools Coalition Talk/Q&A,0,0
USydEDSOC,Drylight 2016 Call for Submissions,0,0
USydEDSOC,Cardie Crawl - Semester 2,0,1
USydEDSOC,USYD Social Work Connect,0,1
USydEDSOC,Welcome Back BBQ,1,0
USydEDSOC,SOLD OUT: EDSOC Light Up The Night Cruise 2016,1,1
USydEDSOC,EDSOC Team - 3KM RUN 2016,0,1
USydEDSOC,EDSOC throws a Frisbee,0,0
USydEDSOC,EDSOC plays Interfac Futsal,1,1
USydEDSOC,EDSOC goes to INTER-FAC PUB CRAWL,1,0
USydEDSOC,EDSOC April General Meeting 2016,0,0
USydEDSOC,Football Coaching Course,0,0
USydEDSOC,TeachMeet USYD 2016,0,1
USydEDSOC,EDSOC does Swimming - Week 5,0,0
USydEDSOC,CARDIE CRAWL - Semester 1,0,1
USydEDSOC,EDSOC's AGM 2016,0,0
USydEDSOC,EDSOC First Ever ALL Years Camp,1,1
USydEDSOC,The Great Gatsby: EDSOC Ball 2015,0,1
USydEDSOC,TeachMeet USyd,0,1
USydEDSOC,EDSOC's Semester 2 Cardie Crawl,0,1
USydEDSOC,EDSOC General Meeting August 2015,0,0
USydEDSOC,Welcome Back BBQ,1,1
USydEDSOC,EDSOC PRESENTS: 90's Boy/Girl Bands CRUISE,0,1
USydEDSOC,EDSOC General Meeting June 2015,0,0
USydEDSOC,Education and Social Work Society Annual General Meeting,0,0
USydEDSOC,Cardie Crawl,0,1
USydEDSOC,EDSOC Semester 2 Cardie Crawl,1,1
USydEDSOC,EDSOC 'Talk Nerdy to Me' Cruise,0,1
USydEDSOC,EDSOC Annual General Meeting,0,0
USydEDSOC,EDSOC Semester 1 Cardie Crawl,1,1
USydEDSOC,End of Year ‘Fire & Ice’ Ball 2013!,0,1
USydEDSOC,EDSOC Random Acts of Kindness,0,0
USydEDSOC,Semester 2 Cardie Crawl and Games Night!,1,1
USydEDSOC,Cartoon and Comic Book Character Cruise,0,1
USydEDSOC,TeachMeet USyd!!!,1,1
USydEDSOC,"EDSOC Presents: Interfaculty Sport BBQ- Semester 1, 2013",0,1
USydEDSOC,EDSOC Annual General Meeting,0,0
USydEDSOC,Semester 1 Cardie Crawl!,1,1
USydEDSOC,EDSOC End of Year Masquerade Ball,0,1
USydEDSOC,Cardie Crawl Semester 2,0,1
USydEDSOC,EDSOC General Meeting Semester 2,0,0
USydEDSOC,EDSOC Semester 1 - 1920's Cruise,0,1
USydEDSOC,Cardie Crawl Semester 1,0,1
USydEDSOC,EDSOC's Halloween Ball,0,1
USydEDSOC,EdSoc Bake Sale/Cake Stall,0,0
USydEDSOC,EdSoc's Arabian Nights Cruise,1,1
USydEDSOC,Cardie Crawl,1,1
usydecosoc,Why Public Policy Matters: With Karen Chester,0,0
usydecosoc,EcoSoc AGM,0,0
usydecosoc,Welcome Back Pizza +Drinks,1,1
usydecosoc,Federal Budget Analysis + Q&A with Chris Richardson,0,0
usydecosoc,Economics Week 11 Casual Drinks,0,1
usydecosoc,AGM,0,0
usydecosoc,Post Exams Drinks,0,1
usydecosoc,2nd Annual John Nash Cruise,1,1
usydecosoc,EcoSoc Lecture Series - Economics of Passport Demand,1,1
usydecosoc,EcoSoc and SASS Back To Uni Pub Crawl!,1,1
usydecosoc,Milton Friedman Pub Crawl,1,1
usydecosoc,A Day In The Life Of,0,0
usydecosoc,EcoSoc Welcome to Uni Party,0,0
usydecosoc,Sydney University Economics and Econometrics Society Journal,0,0
usydecosoc,EcoSoc End of year drinks,0,1
usydecosoc,EcoSoc AGM,0,0
usydecosoc,EcoSoc Drinks at Hermann's,0,1
usydecosoc,EcoSoc Presents the Inaugural John Nash Cruise,1,1
usydecosoc,EcoSoc General Meeting and Drinks,0,1
usydecosoc,EcoSoc:Ordinary Meeting and Welcome Back Drinks,0,1
usydecosoc,EcoSoc Drinks at Manning,0,0
usydecosoc,EcoSoc Drinks at Hermann's,0,1
usydecosoc,Sydney University EcoSoc General Meeting,0,0
usydecosoc,Ecosoc Presents The Milton Friedman Pub Crawl,1,0
usydecosoc,EcoSoc Casual Drinks,0,1
usydecosoc,A Day in the Life of...,0,0
usydecosoc,EcoSoc Post Mid-Semester BBQ,0,0
SURGFM.USYD,TONIGHT: The Society That Stole Christmas,0,1
SURGFM.USYD,SURG AGM,0,0
SURGFM.USYD,Sydney Uni Community Cup,1,0
SURGFM.USYD,Tonight - SURG FM: General Meeting,0,0
SURGFM.USYD,Tonight - SURG Broadcaster Training + Show Application Workshop,1,1
SURGFM.USYD,"Countdown Corner Presents ""The Final Countdown"" (do do do do)",0,1
SURGFM.USYD,TODAY - SURG Sem 2 Welcome Drinks,0,1
SURGFM.USYD,"Podcasting Workshop with NPR Producer, Susan Davis",0,0
SURGFM.USYD,Vivid Sydney Presents Purple Sneakers Eleventh Birthday,0,0
SURGFM.USYD,TODAY // thursday night live: an honi x surg end of sem party,0,1
SURGFM.USYD,TODAY: Video Killed the Radio Star: Presented by MECOSOC / Honi / SURG,0,1
SURGFM.USYD,USU Election Soapbox (and swapmeet),0,0
SURGFM.USYD,Welcome Drinks (includes Show Proposal Workshop),1,1
SURGFM.USYD,SURG at O-Week,0,0
SURGFM.USYD,SURG FM - Annual General Meeting (AGM),0,0
SURGFM.USYD,SURG X VERGE Outside Broadcast!,0,0
SURGFM.USYD,SURG Fortnightly Drinks,0,0
SURGFM.USYD,SURG FM Election General Meeting,0,1
SURGFM.USYD,SURG FM Compulsory Training Night,1,0
SURGFM.USYD,SURG Week 9 Drinks!,0,1
SURGFM.USYD,SURG DRINKS,0,0
SURGFM.USYD,SURG TRAINING NIGHT,1,1
SURGFM.USYD,SURGfm Welcome Drinks,0,0
SURGFM.USYD,Rad Funtimes End Of Semester Drinks @ Flodge,0,1
SURGFM.USYD,SURG FM Annual General Meeting,0,0
SURGFM.USYD,SURG FM General Meeting ~ELECTIONS AND BEER EDITION~,0,1
SURGFM.USYD,SURG FM Compulsory Broadcaster Training ~Featuring Chris Taylor~,1,1
SURGFM.USYD,SURG Does O Day,0,1
SURGFM.USYD,SURG fm End of Semester Drinks,0,1
SURGFM.USYD,SURG FM General Meeting *CANCELLED* (the thing has been sorted),0,1
SURGFM.USYD,SURG FM Grills the Board Candidates,0,0
SURGFM.USYD,SURG FM General Meeting,0,0
SURGFM.USYD,"SURG FM Broadcaster Training Featuring Andrew Denton, Alex Dyson, Georgia Hitch and Caroline Gates",1,1
SURGFM.USYD,SURG FM Welcome Drinks,0,1
SURGFM.USYD,SURG End of Semester Drinks and Awards,0,1
SURGFM.USYD,SURG AGM,0,0
SURGFM.USYD,SURG at Verge,0,0
SURGFM.USYD,General Meeting: Elections,0,0
SURGFM.USYD,SURG FM: Semester Two Training,0,0
SURGFM.USYD,Start of Broadcast Party,0,0
SURGFM.USYD,SURG FM Legal Training,0,0
SURGFM.USYD,SURG FM: Semester One Training,0,0
SURGFM.USYD,The Wireless: SURG @ O-Week,0,0
SURGFM.USYD,SURG End of Semester Party and Awards Night,0,1
SURGFM.USYD,SURG FM Annual General Meeting,0,0
SURGFM.USYD,SURG FM Start of Broadcast Drinks,0,1
SURGFM.USYD,SURG FM Semester 2 Training,0,0
SURGFM.USYD,ELECTIONS General Meeting,0,0
SURGFM.USYD,SURG FM Broadcast Launch Party in conjunction with the USU and Beat the System,0,1
SURGFM.USYD,SURG FM Compulsory Broadcast Training: How to make radio and alienate ear drums,0,0
SURGFM.USYD,SURG FM General Meeting,0,0
SURGFM.USYD,SURG FM Welcome Drinks!,0,1
